item,IATA_airport_code,located_in_the_administrative_territorial_entity,located_in_the_administrative_territorial_entityLabel,coordinate_location,official_website,ICAO_airport_code,end_time,country,countryLabel
http://www.wikidata.org/entity/Q175897,AES,http://www.wikidata.org/entity/Q494670,Giske,Point(6.119722222 62.5625),https://avinor.no/flyplass/alesund,ENAL,,http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q176187,GAJ,http://www.wikidata.org/entity/Q129465,Tōhoku region,Point(140.371111111 38.411944444),https://www.yamagata-airport.co.jp/,RJSC,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q176187,GAJ,http://www.wikidata.org/entity/Q823927,Higashine,Point(140.371111111 38.411944444),https://www.yamagata-airport.co.jp/,RJSC,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q156971,BSL,http://www.wikidata.org/entity/Q384516,Saint-Louis,Point(7.529166666 47.59),http://www.euroairport.com/,LFSB,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q156971,MLH,http://www.wikidata.org/entity/Q384516,Saint-Louis,Point(7.529166666 47.59),http://www.euroairport.com/,LFSB,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q156971,BSL,http://www.wikidata.org/entity/Q384516,Saint-Louis,Point(7.529166666 47.59),http://www.euroairport.com/,LSZM,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q156971,MLH,http://www.wikidata.org/entity/Q384516,Saint-Louis,Point(7.529166666 47.59),http://www.euroairport.com/,LSZM,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q158211,HHN,http://www.wikidata.org/entity/Q8574,Rhein-Hunsrück-Kreis,Point(7.264166666 49.948333333),https://www.hahn-airport.de/en,EDFH,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q158211,HHN,http://www.wikidata.org/entity/Q8574,Rhein-Hunsrück-Kreis,Point(7.264166666 49.948333333),https://www.hahn-airport.de/de,EDFH,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q158732,STR,http://www.wikidata.org/entity/Q7032,Filderstadt,Point(9.221944444 48.69),http://www.flughafen-stuttgart.de/,EDDS,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q160094,HUI,http://www.wikidata.org/entity/Q1022242,North Central Coast,Point(107.702777777 16.401666666),https://www.vietnamairport.vn/phubaiairport/,VVPB,,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q165146,DLI,,,Point(108.373611 11.750556),http://lienkhuongairport.vn,VVDL,,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q170169,HAJ,http://www.wikidata.org/entity/Q4158,Langenhagen,Point(9.685 52.460833333),http://www.hannover-airport.de,EDDV,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q170343,VCA,http://www.wikidata.org/entity/Q216075,Cần Thơ,Point(105.711944444 10.085277777),http://www.canthoairport.com/,VVCT,,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q174194,,http://www.wikidata.org/entity/Q36074,Queensland,Point(153.008055555 -27.570277777),,YBAF,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q174764,RGN,http://www.wikidata.org/entity/Q856781,Yangon Region,Point(96.133055555 16.907222222),http://www.yangonairportonline.com,VYYY,,http://www.wikidata.org/entity/Q836,Myanmar
http://www.wikidata.org/entity/Q175028,SYR,http://www.wikidata.org/entity/Q1384,New York,Point(-76.106388888 43.111111111),http://www.flysyracuse.com/,KSYR,,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q175194,ANS,http://www.wikidata.org/entity/Q1798747,Andahuaylas Province,Point(-73.352777777 -13.712777777),,SPHY,,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q485688,,http://www.wikidata.org/entity/Q42147,Cheongju,Point(127.5 36.568055555),,RKTE,,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q488355,HIN,http://www.wikidata.org/entity/Q42100,Sacheon,Point(128.070369444 35.088541666),http://www.airport.co.kr/doc/sacheon_eng/etc/sitemap.jsp,RKPS,,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q488368,WOS,http://www.wikidata.org/entity/Q41416,Kangwon Province,Point(127.483666666 39.162638888),,ZKWS,,http://www.wikidata.org/entity/Q423,North Korea
http://www.wikidata.org/entity/Q489736,PUW,http://www.wikidata.org/entity/Q1223,Washington,Point(-117.109 46.7439),http://flypuw.com,KPUW,,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q490189,,http://www.wikidata.org/entity/Q2079455,Engure Municipality,Point(23.223333333 56.941666666),http://jurmalaairport.com//,EVJA,,http://www.wikidata.org/entity/Q211,Latvia
http://www.wikidata.org/entity/Q491213,MPK,http://www.wikidata.org/entity/Q42094,Mokpo,Point(126.379872222 34.758905555),,RKJM,,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q491258,KUV,http://www.wikidata.org/entity/Q42074,Gunsan,Point(126.615666666 35.925961111),http://www.airport.co.kr/gunsaneng/index.do,RKJK,,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q492694,TOJ,http://www.wikidata.org/entity/Q489839,Quelzaquetenago,Point(-3.445833333 40.496666666),http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Madrid-Torrejon/en,LETO,,http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q17533,CRB,http://www.wikidata.org/entity/Q2982734,Collarenebri,Point(148.5677778 -29.515),,YCBR,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17534,OOM,http://www.wikidata.org/entity/Q1129726,Cooma,Point(148.973333333 -36.3),http://www.snowymountainsairport.com.au/,YCOM,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17535,COJ,http://www.wikidata.org/entity/Q820679,Warrumbungle Shire,Point(149.2677778 -31.331666666),,YCBB,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17535,COJ,http://www.wikidata.org/entity/Q1000123,Coonabarabran,Point(149.2677778 -31.331666666),,YCBB,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17536,CNB,http://www.wikidata.org/entity/Q752632,Coonamble Shire,Point(148.375 -30.983333333),,YCNM,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17536,CNB,http://www.wikidata.org/entity/Q1016277,Coonamble,Point(148.375 -30.983333333),,YCNM,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17537,CMD,http://www.wikidata.org/entity/Q746295,Cootamundra Shire,Point(148.0344444 -34.631666666),,YCTM,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17537,CMD,http://www.wikidata.org/entity/Q2595446,Cootamundra,Point(148.0344444 -34.631666666),,YCTM,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17538,CWW,http://www.wikidata.org/entity/Q2482882,Corowa,Point(146.351666666 -35.99),,YCOR,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17539,CWT,http://www.wikidata.org/entity/Q753124,Cowra Shire,Point(148.648333333 -33.845),,YCWR,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17539,CWT,http://www.wikidata.org/entity/Q1138239,Cowra,Point(148.648333333 -33.845),,YCWR,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17539,CWT,http://www.wikidata.org/entity/Q63527748,Mulyan,Point(148.648333333 -33.845),,YCWR,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17540,DNQ,http://www.wikidata.org/entity/Q580336,Deniliquin Council,Point(144.946666666 -35.56),,YDLQ,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17540,DNQ,http://www.wikidata.org/entity/Q1002118,Deniliquin,Point(144.946666666 -35.56),,YDLQ,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17540,DNQ,http://www.wikidata.org/entity/Q63529711,South Deniliquin,Point(144.946666666 -35.56),,YDLQ,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17542,DBO,http://www.wikidata.org/entity/Q706105,Dubbo,Point(148.574722222 -32.216666666),http://www.dubboairport.com.au/,YSDU,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17542,DBO,http://www.wikidata.org/entity/Q1262981,City of Dubbo,Point(148.574722222 -32.216666666),http://www.dubboairport.com.au/,YSDU,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17542,DBO,http://www.wikidata.org/entity/Q63522367,Dubbo,Point(148.574722222 -32.216666666),http://www.dubboairport.com.au/,YSDU,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17543,FRB,http://www.wikidata.org/entity/Q2107368,Forbes,Point(147.935 -33.363333333),,YFBS,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17544,GLI,http://www.wikidata.org/entity/Q753416,Glen Innes Severn,Point(151.6844444 -29.665),,YGLI,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17544,GLI,http://www.wikidata.org/entity/Q1009515,Glen Innes,Point(151.6844444 -29.665),,YGLI,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17545,GUL,http://www.wikidata.org/entity/Q605235,Goulburn,Point(149.7177778 -34.815),,YGLB,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17545,GUL,http://www.wikidata.org/entity/Q753508,Goulburn Mulwaree Council,Point(149.7177778 -34.815),,YGLB,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17546,GFN,http://www.wikidata.org/entity/Q283019,Clarence Valley Council,Point(152.9177778 -29.698333333),http://www.clarence.nsw.gov.au/cp_themes/default/page.asp?p=DOC-LTD-41-41-75,YGFN,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17546,GFN,http://www.wikidata.org/entity/Q1025587,Grafton,Point(152.9177778 -29.698333333),http://www.clarence.nsw.gov.au/cp_themes/default/page.asp?p=DOC-LTD-41-41-75,YGFN,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17546,GFN,http://www.wikidata.org/entity/Q63529691,Southampton,Point(152.9177778 -29.698333333),http://www.clarence.nsw.gov.au/cp_themes/default/page.asp?p=DOC-LTD-41-41-75,YGFN,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17546,GFN,http://www.wikidata.org/entity/Q283019,Clarence Valley Council,Point(153.0344444 -29.748333333),http://www.clarence.nsw.gov.au/cp_themes/default/page.asp?p=DOC-LTD-41-41-75,YGFN,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17546,GFN,http://www.wikidata.org/entity/Q1025587,Grafton,Point(153.0344444 -29.748333333),http://www.clarence.nsw.gov.au/cp_themes/default/page.asp?p=DOC-LTD-41-41-75,YGFN,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17546,GFN,http://www.wikidata.org/entity/Q63529691,Southampton,Point(153.0344444 -29.748333333),http://www.clarence.nsw.gov.au/cp_themes/default/page.asp?p=DOC-LTD-41-41-75,YGFN,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17547,GFF,http://www.wikidata.org/entity/Q753590,City of Griffith,Point(146.0677778 -34.248333333),,YGTH,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17547,GFF,http://www.wikidata.org/entity/Q63549164,Wyangan,Point(146.0677778 -34.248333333),,YGTH,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17548,GUH,http://www.wikidata.org/entity/Q753458,Gunnedah Shire,Point(150.25 -30.961666666),,YGDH,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17548,GUH,http://www.wikidata.org/entity/Q1554825,Gunnedah,Point(150.25 -30.961666666),,YGDH,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17548,GUH,http://www.wikidata.org/entity/Q63548637,Weetaliba,Point(150.25 -30.961666666),,YGDH,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17549,HXX,http://www.wikidata.org/entity/Q649319,Hay Shire,Point(144.829722222 -34.531388888),,YHAY,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17549,HXX,http://www.wikidata.org/entity/Q1010837,Hay,Point(144.829722222 -34.531388888),,YHAY,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17551,IVR,http://www.wikidata.org/entity/Q753404,Inverell Shire,Point(151.144166666 -29.888333333),https://inverell.nsw.gov.au/services-and-facilities/inverell-airport/,YIVL,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17551,IVR,http://www.wikidata.org/entity/Q1009627,Inverell,Point(151.144166666 -29.888333333),https://inverell.nsw.gov.au/services-and-facilities/inverell-airport/,YIVL,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17552,KPS,http://www.wikidata.org/entity/Q753463,Kempsey Shire,Point(152.7677778 -31.065),,YKMP,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17552,KPS,http://www.wikidata.org/entity/Q1619596,Kempsey,Point(152.7677778 -31.065),,YKMP,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17552,KPS,http://www.wikidata.org/entity/Q63549426,Yarravel,Point(152.7677778 -31.065),,YKMP,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17553,LHG,http://www.wikidata.org/entity/Q265390,Walgett Shire,Point(147.985 -29.456666666),,YLRD,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17553,LHG,http://www.wikidata.org/entity/Q1001654,Lightning Ridge,Point(147.985 -29.456666666),,YLRD,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17555,LSY,http://www.wikidata.org/entity/Q35001,Lismore,Point(153.26 -28.828055555),https://www.lismore.nsw.gov.au/cp_themes/default/page.asp?p=DOC-YRC-87-72-53,YLIS,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q17555,LSY,http://www.wikidata.org/entity/Q753599,City of Lismore,Point(153.26 -28.828055555),https://www.lismore.nsw.gov.au/cp_themes/default/page.asp?p=DOC-YRC-87-72-53,YLIS,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q290929,FAY,http://www.wikidata.org/entity/Q1454,North Carolina,Point(-78.880277777 34.991111111),http://www.flyfay.com/,KFAY,,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q301121,,http://www.wikidata.org/entity/Q26,Northern Ireland,Point(-5.691944444 54.581111111),,EGAD,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q301648,,http://www.wikidata.org/entity/Q13675,Eastern Visayas,Point(125.73985278 11.034425),,RPVG,,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q304719,CSY,http://www.wikidata.org/entity/Q5470,Cheboksary,Point(47.347222222 56.09),http://www.aerocheb.ru/,UWKS,,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q305185,,,,Point(6.543455555 48.593275),,LFQC,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q313587,DTM,http://www.wikidata.org/entity/Q2326741,Brackel (district),Point(7.612222222 51.518333333),https://www.dortmund-airport.de,EDLW,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q319654,LGA,http://www.wikidata.org/entity/Q18424,Queens,Point(-73.875 40.775),https://www.laguardiaairport.com/,KLGA,,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q320266,,http://www.wikidata.org/entity/Q3959,Kerpen,Point(6.658166666 50.831166666),,ETNN,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q320266,,http://www.wikidata.org/entity/Q200068,Nörvenich,Point(6.658166666 50.831166666),,ETNN,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q321224,YVR,http://www.wikidata.org/entity/Q236837,Richmond,Point(-123.184 49.1947),http://www.yvr.ca/,CYVR,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q321224,YVR,http://www.wikidata.org/entity/Q236837,Richmond,Point(-123.184 49.1947),http://www.yvr.ca/en/,CYVR,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q321224,YVR,http://www.wikidata.org/entity/Q236837,Richmond,Point(-123.184 49.1947),http://www.yvr.ca/fr/,CYVR,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q321224,YVR,http://www.wikidata.org/entity/Q236837,Richmond,Point(-123.184 49.1947),http://www.yvr.ca/zh-cn/,CYVR,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q155359,ZAD,http://www.wikidata.org/entity/Q189412,Zemunik Donji,Point(15.346666666 44.108333333),http://www.zadar-airport.hr/en/,LDZD,,http://www.wikidata.org/entity/Q224,Croatia
http://www.wikidata.org/entity/Q156971,EAP,http://www.wikidata.org/entity/Q384516,Saint-Louis,Point(7.529166666 47.59),http://www.euroairport.com/,LFSB,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q156971,EAP,http://www.wikidata.org/entity/Q384516,Saint-Louis,Point(7.529166666 47.59),http://www.euroairport.com/,LSZM,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q577067,VVO,http://www.wikidata.org/entity/Q4341,Primorsky Krai,Point(132.151388888 43.399166666),http://vvo.aero/en/,UHWW,,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q577790,LNV,http://www.wikidata.org/entity/Q838690,New Ireland Province,Point(152.6279 -3.0424),,AYKY,,http://www.wikidata.org/entity/Q691,Papua New Guinea
http://www.wikidata.org/entity/Q580409,BOH,http://www.wikidata.org/entity/Q2511901,Hurn,Point(-1.8425 50.78),https://www.bournemouthairport.com/,EGHH,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q580554,NRK,http://www.wikidata.org/entity/Q504676,Norrköping Municipality,Point(16.231667 58.586111),http://www.norrkopingflygplats.se,ESSP,,http://www.wikidata.org/entity/Q34,Sweden
http://www.wikidata.org/entity/Q581004,SQO,http://www.wikidata.org/entity/Q499415,Storuman Municipality,Point(17.7 64.955555555),http://www.storumansflygplats.se/,ESUD,,http://www.wikidata.org/entity/Q34,Sweden
http://www.wikidata.org/entity/Q581545,KRK,http://www.wikidata.org/entity/Q138828,Balice,Point(19.784722222 50.077777777),http://www.krakowairport.pl/en/,EPKK,,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q581683,PIO,http://www.wikidata.org/entity/Q290504,Pisco,Point(-76.220277777 -13.745),http://www.adp.com.pe/,SPSO,,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q581901,LSC,http://www.wikidata.org/entity/Q14467,La Serena,Point(-71.19944444 -29.91611111),http://www.aeropuertodelaserena.cl/es/,SCSE,,http://www.wikidata.org/entity/Q298,Chile
http://www.wikidata.org/entity/Q582306,ONQ,http://www.wikidata.org/entity/Q272709,Çaycuma,Point(32.0886 41.5064),http://www.dhmi.gov.tr/aerodromes.aspx?hv=41,LTAS,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q582746,ODO,http://www.wikidata.org/entity/Q6585,Irkutsk Oblast,Point(114.2425 57.866388888),,UIKB,,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q583424,PBC,http://www.wikidata.org/entity/Q79923,Puebla,Point(-98.371388888 19.158055555),https://www.aeropuertosasa.mx/aeropuerto_de_puebla.php,MMPB,,http://www.wikidata.org/entity/Q96,Mexico
http://www.wikidata.org/entity/Q27117,ETH,http://www.wikidata.org/entity/Q134762,Eilat,Point(34.959167 29.559445),http://www.iaa.gov.il/Rashat/en-US/Airports/Eilat/,LLET,,http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q27117,ETH,http://www.wikidata.org/entity/Q188781,Southern District,Point(34.959167 29.559445),http://www.iaa.gov.il/Rashat/en-US/Airports/Eilat/,LLET,,http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q27217,MVQ,http://www.wikidata.org/entity/Q154835,Mogilev,Point(30.095 53.955),,UMOO,,http://www.wikidata.org/entity/Q184,Belarus
